titleId,level_1,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,title,averageRating,numVotes,director_name,budget,length,genres,director_rating,average_writer_rating
tt2822672,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tibetan Rock Dog,6.0,4700,Ash Brannon,60000000.0,90.0,"['Animation', 'Adventure', 'Comedy']",88495.0,566787.1111111111
tt2825240,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Book of Fire,3.0,112,Tommy Frazier,1000000.0,85.0,"['Action', 'Horror']",273771.0,273771.0
tt2825728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fear and Love,8.8,6,Pharoah Powell,100000.0,90.0,['Drama'],975250.0,975250.0
tt2825766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Chronicity,9.2,8,Jason W. Davis,5000.0,7.0,"['Short', 'Thriller']",4343994.0,4343994.0
tt2826352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,The Will,6.0,13,Alexander Chapan,3000000.0,72.0,['Thriller'],1163120.0,1691173.0
tt2826636,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Charlie and Wendy,9.1,11,Matt Watkins,50000.0,103.0,"['Comedy', 'Drama', 'Romance']",2778007.0,2778007.0
tt2827004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventures in Failure,8.7,6,Tina Jackson,1000.0,33.0,['Comedy'],10659982.0,10659982.0
tt2828546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sleep,4.4,27,Juha Lilja,3000.0,480.0,['Drama'],1248537.0,1248537.0
tt2831364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dale Archdale,4.5,33,Tyler Wirtanen,60000.0,99.0,['Comedy'],408169.0,203999.5
tt2831568,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Posthuman Project,3.9,291,Kyle William Roberts,60000.0,93.0,"['Action', 'Adventure', 'Comedy']",220734.0,4328830.5
